Date,Open,High,Low,Close,Adj Close,Volume
2018-09-12,2052.350098,2068.899902,2040.000000,2043.949951,1890.724121,2307661
2018-09-14,2044.000000,2071.550049,2018.150024,2065.399902,1910.566162,3642038
2018-09-17,2070.000000,2077.800049,2054.550049,2074.149902,1918.660156,1033857
2018-09-18,2073.000000,2078.800049,2057.600098,2070.750000,1915.515381,1456507
2018-09-19,2071.899902,2089.000000,2066.850098,2077.899902,1922.129028,1301268
2018-09-21,2077.000000,2121.000000,2050.149902,2103.149902,1945.486206,4508530
2018-09-24,2115.000000,2210.500000,2098.149902,2198.449951,2033.641602,3032226
2018-09-25,2204.899902,2211.899902,2153.800049,2183.199951,2019.535156,2868778
2018-09-26,2187.000000,2199.000000,2135.100098,2142.149902,1981.562256,1970951
2018-09-27,2141.899902,2209.699951,2135.800049,2188.850098,2024.761597,3311802
2018-09-28,2178.000000,2190.000000,2158.850098,2183.699951,2019.997559,2904371
2018-10-01,2190.899902,2275.949951,2190.350098,2255.550049,2086.461914,3772208
2018-10-03,2250.300049,2255.000000,2155.600098,2162.850098,2000.711182,3902322
2018-10-04,2156.600098,2156.649902,2056.350098,2064.800049,1910.011108,4762419
2018-10-05,2050.000000,2120.000000,2020.900024,2102.649902,1945.023438,3417624
2018-10-08,2102.649902,2122.199951,2048.149902,2077.550049,1921.805176,2010154
2018-10-09,2080.350098,2107.649902,2053.199951,2091.800049,1934.987061,1867130
2018-10-10,2100.000000,2105.949951,2029.000000,2043.599976,1890.400391,2749573
2018-10-11,1985.000000,2013.000000,1941.000000,1979.949951,1831.521729,4700256
2018-10-12,1978.000000,1978.000000,1903.000000,1918.300049,1774.493774,9373289
2018-10-15,1940.000000,1955.550049,1920.000000,1949.500000,1803.354736,2638151
2018-10-16,1958.000000,1971.900024,1935.000000,1962.300049,1815.195313,2815425
2018-10-17,1970.000000,1989.000000,1920.000000,1929.400024,1784.761353,2779207
2018-10-19,1929.000000,1929.000000,1870.050049,1913.199951,1769.775879,3428776
2018-10-22,1914.000000,1916.000000,1886.949951,1903.000000,1760.340576,1778496
2018-10-23,1888.000000,1898.000000,1837.000000,1843.650024,1709.031860,2752811
2018-10-24,1852.050049,1874.000000,1811.099976,1848.500000,1713.527954,2735913
2018-10-25,1844.000000,1876.900024,1825.050049,1853.000000,1717.699341,2507233
2018-10-26,1853.900024,1853.900024,1791.099976,1799.099976,1667.734863,2285970
2018-10-29,1808.699951,1877.949951,1784.349976,1871.000000,1734.385010,2609483
2018-10-30,1867.000000,1909.400024,1845.000000,1894.800049,1756.447266,2404883
2018-10-31,1900.000000,1943.900024,1875.449951,1938.150024,1796.632202,2769190
2018-11-01,1943.650024,1944.349976,1901.300049,1935.750000,1794.407227,2769759
2018-11-02,1934.199951,1954.599976,1905.000000,1913.449951,1773.735352,1818635
2018-11-05,1910.000000,1927.349976,1884.750000,1890.849976,1752.785522,1713366
2018-11-06,1894.000000,1937.500000,1891.000000,1932.699951,1791.579712,1398710
2018-11-07,1940.000000,1949.000000,1937.000000,1942.150024,1800.340088,144530
2018-11-09,1961.000000,1961.949951,1905.000000,1909.199951,1769.795654,2570479
2018-11-12,1908.500000,1946.099976,1908.500000,1914.849976,1775.033203,2552008
2018-11-13,1915.000000,1939.000000,1903.000000,1934.949951,1793.665527,1418432
2018-11-14,1925.000000,1929.900024,1870.000000,1880.650024,1743.330444,2422318
2018-11-15,1864.000000,1899.000000,1857.599976,1872.849976,1736.099976,1829123
2018-11-16,1889.000000,1899.800049,1870.250000,1886.599976,1748.845825,1829729
2018-11-19,1899.000000,1907.349976,1864.300049,1902.449951,1763.538696,1740628
2018-11-20,1902.000000,1902.000000,1874.199951,1878.250000,1741.105469,1190182
2018-11-21,1871.000000,1871.050049,1798.550049,1812.000000,1679.692749,3840461
2018-11-22,1820.000000,1847.599976,1809.949951,1812.550049,1680.202881,3194219
2018-11-26,1819.000000,1860.000000,1784.500000,1846.099976,1711.303223,4333177
2018-11-27,1854.000000,1897.900024,1835.349976,1890.250000,1752.229492,3344839
2018-11-28,1889.000000,1989.000000,1882.500000,1983.900024,1839.041382,5313249
2018-11-29,1997.000000,1997.000000,1942.550049,1960.550049,1817.396484,4035441
2018-11-30,1966.000000,1991.000000,1959.849976,1968.250000,1824.533813,5268901
2018-12-03,1984.000000,1990.000000,1968.300049,1982.400024,1837.651001,1610576
2018-12-04,1983.000000,2019.400024,1971.000000,2010.849976,1864.023682,3270615
2018-12-05,2006.000000,2018.000000,1985.000000,2006.750000,1860.223145,2501539
2018-12-06,1998.000000,2017.000000,1979.599976,1992.699951,1847.198975,2321216
2018-12-07,1985.050049,2003.900024,1973.000000,1995.199951,1849.516235,1680420
2018-12-10,1975.000000,2011.000000,1960.000000,1975.800049,1831.532715,2010786
2018-12-11,1970.000000,2010.000000,1961.000000,2000.000000,1853.965820,2942014
2018-12-12,2001.099976,2022.000000,1984.949951,2016.800049,1869.539429,2219993
2018-12-13,2024.000000,2029.699951,1974.500000,1982.599976,1837.836304,3748429
2018-12-14,1983.000000,1998.949951,1975.250000,1989.750000,1844.464355,2473761
2018-12-17,1999.000000,2004.900024,1985.000000,1994.300049,1848.682129,1227921
2018-12-18,1991.900024,2002.000000,1976.400024,1987.849976,1842.703003,1768742
2018-12-19,1984.800049,1984.800049,1960.050049,1968.449951,1824.719482,2498833
2018-12-20,1953.800049,1974.900024,1946.000000,1954.050049,1811.371094,1940277
2018-12-21,1948.000000,1950.000000,1886.550049,1895.800049,1757.374268,3729956
2018-12-24,1905.800049,1938.900024,1905.000000,1918.500000,1778.416748,1864116
2018-12-26,1921.800049,1921.800049,1870.250000,1889.199951,1751.255859,2446614
2018-12-27,1909.000000,1941.699951,1872.099976,1908.949951,1769.563965,4968201
2018-12-28,1915.000000,1920.000000,1893.000000,1896.050049,1757.605835,2239130
2018-12-31,1908.000000,1909.000000,1886.150024,1893.050049,1754.825195,1879740
2019-01-01,1896.000000,1910.000000,1885.000000,1902.800049,1763.863403,1094883
2019-01-02,1905.000000,1934.449951,1900.000000,1923.300049,1782.866455,2100463
2019-01-03,1919.000000,1944.949951,1893.099976,1899.949951,1761.221069,2611668
2019-01-04,1900.000000,1901.199951,1841.000000,1876.849976,1739.807495,4280862
2019-01-07,1891.800049,1908.800049,1881.000000,1897.900024,1759.320923,1856423
2019-01-08,1905.400024,1906.400024,1883.300049,1893.550049,1755.288452,1691756
2019-01-09,1907.400024,1919.000000,1866.699951,1886.949951,1749.170288,2414376
2019-01-10,1890.000000,1905.000000,1872.099976,1888.550049,1750.653564,3053461
2019-01-11,1870.000000,1875.000000,1835.000000,1842.550049,1708.012329,9209862
2019-01-14,1850.000000,1851.000000,1810.000000,1813.250000,1680.851685,3615370
2019-01-15,1810.000000,1869.349976,1808.000000,1867.800049,1731.418823,7711653
2019-01-16,1870.000000,1875.000000,1847.000000,1870.150024,1733.596924,2359280
2019-01-17,1878.000000,1898.000000,1871.300049,1894.300049,1759.747803,2625816
2019-01-18,1881.000000,1904.199951,1876.000000,1900.650024,1765.646484,1683728
2019-01-21,1902.000000,1932.000000,1895.449951,1908.699951,1773.124634,2409803
2019-01-22,1907.099976,1918.250000,1890.000000,1901.900024,1766.807861,2457093
2019-01-23,1901.000000,1906.099976,1870.000000,1875.599976,1742.375732,2578169
2019-01-24,1884.800049,1905.250000,1875.000000,1901.550049,1766.482544,1962927
2019-01-25,1902.000000,1935.000000,1901.000000,1920.800049,1784.365234,2327080
2019-01-28,1933.000000,1962.000000,1925.500000,1955.000000,1816.136108,2769033
2019-01-29,1962.000000,1989.050049,1936.650024,1982.750000,1841.914795,2557626
2019-01-30,1979.599976,1989.500000,1954.650024,1981.400024,1840.660767,2429575
2019-01-31,1987.000000,2019.750000,1985.000000,2014.099976,1871.038086,4094319
2019-02-01,2009.500000,2034.750000,1998.099976,2029.949951,1885.762451,3064163
2019-02-04,2029.949951,2055.449951,2023.000000,2050.250000,1904.620483,1590764
2019-02-05,2050.000000,2055.000000,2028.000000,2044.550049,1899.325317,1111404
2019-02-06,2049.899902,2086.850098,2041.050049,2074.800049,1927.426758,1789812
2019-02-07,2074.750000,2097.949951,2067.000000,2082.899902,1934.951050,1339945
2019-02-08,2075.000000,2089.500000,2051.000000,2061.399902,1914.978516,1684474
2019-02-11,2060.000000,2096.000000,2048.899902,2065.899902,1919.158569,1778730
2019-02-12,2070.000000,2070.000000,2018.000000,2051.600098,1905.874512,2422903
2019-02-14,2060.050049,2075.000000,2033.050049,2044.599976,1899.371826,1724085
2019-02-15,2049.000000,2052.000000,2010.949951,2029.699951,1885.529785,1930065
2019-02-18,2037.599976,2041.949951,1962.650024,1970.300049,1830.349731,2942184
2019-02-19,1970.000000,1971.000000,1892.000000,1904.800049,1769.501709,4408554
2019-02-20,1915.000000,1933.800049,1881.300049,1914.750000,1778.744751,4645778
2019-02-21,1914.750000,1940.000000,1897.050049,1914.199951,1778.233887,4683919
2019-02-22,1917.199951,1930.000000,1905.099976,1925.650024,1788.870850,2271955
2019-02-25,1932.500000,1990.000000,1930.500000,1985.150024,1844.144531,2934880
2019-02-26,1984.000000,2045.150024,1972.250000,2038.699951,1893.890747,6453309
2019-02-27,2040.000000,2074.949951,2022.000000,2058.100098,1911.912964,4732082
2019-02-28,2060.000000,2071.350098,1977.599976,1983.449951,1842.565308,8454295
2019-03-01,1995.050049,2005.000000,1980.349976,1995.400024,1853.666382,4148548
2019-03-05,2005.000000,2007.000000,1976.599976,1988.099976,1846.884888,2449622
2019-03-06,1989.300049,2015.000000,1985.050049,1999.599976,1857.568237,2635047
2019-03-07,2005.000000,2024.050049,2000.199951,2013.300049,1870.295166,2539884
2019-03-08,2025.000000,2033.000000,2010.050049,2022.699951,1879.027222,2031071
2019-03-11,2028.900024,2033.000000,2003.650024,2014.800049,1871.688354,3111689
2019-03-12,2014.050049,2024.800049,2003.000000,2012.449951,1869.505371,2658550
2019-03-13,2013.000000,2015.900024,1978.599976,2000.500000,1858.404297,1833163
2019-03-14,2004.949951,2007.800049,1981.000000,1987.400024,1846.234741,1905495
2019-03-15,1998.900024,2068.949951,1991.000000,2039.949951,1895.052002,5184318
2019-03-18,2043.000000,2064.600098,2011.000000,2022.800049,1879.120117,2349915
2019-03-19,2030.000000,2030.000000,1995.099976,2022.800049,1879.120117,2373993
2019-03-20,2028.000000,2044.800049,2000.000000,2015.050049,1871.920654,3091165
2019-03-22,2015.000000,2016.000000,1983.300049,2005.650024,1863.188354,3148149
2019-03-25,2007.800049,2007.800049,1977.199951,1984.250000,1843.308472,2429205
2019-03-26,1984.000000,1994.949951,1958.050049,1982.650024,1841.822021,2316539
2019-03-27,1994.000000,1998.000000,1961.000000,1967.900024,1828.119629,2266166
2019-03-28,1980.000000,2014.599976,1972.800049,2000.300049,1858.218506,4054489
2019-04-01,2010.000000,2039.949951,2008.250000,2031.650024,1887.341431,2095740
2019-04-02,2037.099976,2086.000000,2037.000000,2079.300049,1931.606689,3719663
2019-04-03,2085.000000,2089.600098,2058.100098,2079.300049,1931.606689,2939886
2019-04-04,2078.149902,2079.699951,2007.400024,2014.500000,1871.409790,4397518
2019-04-05,2028.650024,2054.399902,2018.800049,2048.300049,1902.808960,3152103
2019-04-08,2059.000000,2075.000000,2032.699951,2070.750000,1923.664307,2194294
2019-04-09,2070.000000,2098.000000,2057.649902,2091.500000,1942.940430,2690970
2019-04-10,2083.000000,2085.500000,2036.000000,2040.250000,1895.330811,3313062
2019-04-11,2045.000000,2055.000000,2013.650024,2019.500000,1876.054565,3422442
2019-04-12,2038.000000,2039.000000,2007.000000,2014.500000,1871.409790,3198471
2019-04-15,2070.000000,2119.800049,2041.000000,2113.300049,1963.192139,9189201
2019-04-16,2120.000000,2155.949951,2115.550049,2131.800049,1980.377930,5771952
2019-04-18,2149.899902,2155.000000,2114.199951,2150.050049,1997.331543,3413728
2019-04-22,2148.000000,2176.000000,2145.600098,2161.449951,2007.921509,2007135
2019-04-23,2163.000000,2165.500000,2134.050049,2155.050049,2001.976196,2163524
2019-04-24,2158.000000,2195.000000,2156.100098,2183.449951,2028.359375,3003071
2019-04-25,2175.000000,2205.000000,2168.050049,2195.000000,2039.088623,4211526
2019-04-26,2203.000000,2243.949951,2193.149902,2238.550049,2079.545166,2716958
2019-04-30,2238.550049,2266.949951,2230.100098,2260.350098,2099.796875,3488395
2019-05-02,2255.000000,2259.399902,2211.100098,2215.399902,2058.039795,2457699
