Date,Open,High,Low,Close,Adj Close,Volume
2017-12-11,1304.175049,1336.324951,1304.175049,1330.550049,1215.311401,1008002
2017-12-12,1330.500000,1331.000000,1303.699951,1306.074951,1192.956055,1882246
2017-12-13,1305.699951,1325.724976,1300.500000,1314.199951,1200.377197,2961458
2017-12-14,1316.000000,1316.000000,1265.550049,1278.900024,1168.134888,5504150
2017-12-15,1281.875000,1292.224976,1268.425049,1272.800049,1162.562866,2718138
2017-12-18,1268.500000,1294.474976,1247.175049,1290.250000,1178.501343,2180664
2017-12-19,1288.000000,1298.900024,1282.349976,1287.650024,1176.126709,1801952
2017-12-20,1291.000000,1296.375000,1275.324951,1294.474976,1182.360596,1577570
2017-12-21,1293.500000,1304.000000,1290.025024,1297.849976,1185.443481,1293648
2017-12-22,1302.000000,1331.949951,1295.099976,1323.375000,1208.757690,3665664
2017-12-26,1343.000000,1344.875000,1315.800049,1324.724976,1209.990845,2175786
2017-12-27,1324.724976,1329.250000,1305.250000,1309.949951,1196.495483,739284
2017-12-28,1304.400024,1326.750000,1302.824951,1313.474976,1199.715332,2605088
2017-12-29,1311.550049,1354.449951,1309.275024,1350.599976,1233.624756,2609542
2018-01-01,1341.150024,1347.400024,1317.500000,1322.800049,1208.232544,1351760
2018-01-02,1330.000000,1334.800049,1310.099976,1315.599976,1201.656128,1920290
2018-01-03,1316.000000,1334.500000,1315.599976,1319.324951,1205.058594,1257120
2018-01-04,1325.000000,1331.000000,1320.000000,1328.550049,1213.484741,913082
2018-01-05,1325.000000,1349.750000,1325.000000,1344.599976,1228.144409,1153706
2018-01-08,1350.000000,1363.425049,1340.925049,1357.199951,1239.652954,1242220
2018-01-09,1357.500000,1360.500000,1338.275024,1354.500000,1237.186768,2149396
2018-01-10,1355.500000,1408.000000,1347.324951,1403.300049,1281.760742,3365850
2018-01-11,1405.000000,1410.949951,1391.099976,1395.250000,1274.407593,2520744
2018-01-12,1402.500000,1402.500000,1370.275024,1388.175049,1267.945435,3360314
2018-01-15,1388.574951,1404.000000,1367.525024,1373.050049,1254.130371,1457214
2018-01-16,1378.000000,1430.824951,1375.275024,1425.425049,1301.969238,4267752
2018-01-17,1435.000000,1462.500000,1431.074951,1444.474976,1319.369385,4280806
2018-01-18,1448.500000,1466.500000,1434.025024,1459.099976,1332.727539,2209478
2018-01-19,1465.275024,1491.000000,1451.824951,1479.650024,1351.497925,1820000
2018-01-22,1480.500000,1567.349976,1461.000000,1558.199951,1426.618896,4367110
2018-01-23,1557.474976,1571.175049,1545.025024,1551.000000,1420.026855,3239610
2018-01-24,1545.000000,1629.525024,1541.324951,1587.300049,1453.261841,5621538
2018-01-25,1587.500000,1589.900024,1540.500000,1560.525024,1428.747681,3833844
2018-01-29,1565.699951,1612.500000,1561.000000,1599.425049,1464.363037,3141060
2018-01-30,1590.000000,1601.900024,1571.849976,1576.425049,1443.305420,1574758
2018-01-31,1568.500000,1575.000000,1549.300049,1556.175049,1424.765259,3043214
2018-02-01,1562.000000,1595.000000,1544.400024,1569.300049,1436.781738,2400630
2018-02-02,1560.000000,1595.000000,1551.724976,1576.824951,1443.671265,2456490
2018-02-05,1555.000000,1594.000000,1538.425049,1551.599976,1420.576538,2757742
2018-02-06,1505.000000,1538.574951,1492.500000,1498.625000,1372.074951,2657306
2018-02-07,1513.500000,1515.500000,1473.724976,1477.525024,1352.756714,2180324
2018-02-08,1489.875000,1513.800049,1479.500000,1487.099976,1361.523071,2755004
2018-02-09,1475.000000,1497.000000,1448.324951,1485.849976,1360.378906,2102458
2018-02-12,1489.150024,1511.675049,1477.775024,1483.650024,1358.364502,1974562
2018-02-14,1485.000000,1487.224976,1446.250000,1455.900024,1332.957764,2847532
2018-02-15,1465.974976,1471.500000,1452.550049,1462.925049,1339.389404,2465236
2018-02-16,1461.500000,1499.800049,1461.500000,1466.525024,1342.685669,2515756
2018-02-19,1472.500000,1476.650024,1447.599976,1461.800049,1338.359253,1568224
2018-02-20,1464.000000,1492.525024,1463.949951,1472.375000,1348.041626,1889068
2018-02-21,1487.000000,1531.300049,1480.025024,1521.150024,1392.697632,3089228
2018-02-22,1526.000000,1539.500000,1511.250000,1525.099976,1396.314209,3463010
2018-02-23,1525.000000,1544.500000,1496.050049,1537.900024,1408.033569,3362500
2018-02-26,1537.500000,1544.974976,1510.599976,1515.849976,1387.845337,1363882
2018-02-27,1520.500000,1539.275024,1516.000000,1521.175049,1392.720703,1717800
2018-02-28,1517.500000,1531.974976,1510.724976,1517.525024,1389.378906,2706864
2018-03-01,1524.500000,1530.599976,1510.000000,1518.849976,1390.592285,1718124
2018-03-05,1524.500000,1556.824951,1516.474976,1552.925049,1421.789673,2858168
2018-03-06,1561.000000,1563.500000,1515.074951,1521.400024,1392.926392,1906764
2018-03-07,1535.000000,1544.500000,1509.250000,1513.724976,1385.899902,1917772
2018-03-08,1527.449951,1527.449951,1493.750000,1501.974976,1375.141602,1951826
2018-03-09,1502.500000,1531.599976,1488.599976,1517.050049,1388.943970,1872436
2018-03-12,1521.500000,1541.949951,1517.750000,1526.074951,1397.207153,2091340
2018-03-13,1462.449951,1469.849976,1436.000000,1443.400024,1321.513184,88067154
2018-03-14,1446.474976,1461.525024,1437.525024,1443.449951,1321.558716,3668668
2018-03-15,1447.500000,1451.275024,1427.800049,1434.849976,1313.685181,2348906
2018-03-16,1434.400024,1436.000000,1402.500000,1412.849976,1293.542847,7197482
2018-03-19,1414.500000,1424.000000,1410.000000,1415.500000,1295.969482,3489940
2018-03-20,1410.000000,1436.599976,1409.500000,1432.425049,1311.464966,4024984
2018-03-21,1436.250000,1442.150024,1425.000000,1428.375000,1307.757202,3907678
2018-03-22,1429.974976,1437.974976,1411.275024,1415.675049,1296.129517,2326094
2018-03-23,1401.000000,1417.050049,1399.025024,1409.074951,1290.086792,3654122
2018-03-26,1409.500000,1413.699951,1390.775024,1408.500000,1289.560425,2964210
2018-03-27,1412.500000,1431.500000,1411.525024,1423.849976,1303.614258,2494574
2018-03-28,1417.949951,1437.500000,1412.500000,1424.574951,1304.277710,6865654
2018-04-02,1420.000000,1457.000000,1420.000000,1454.824951,1331.973511,1662988
2018-04-03,1446.050049,1464.949951,1446.050049,1455.625000,1332.705811,1937290
2018-04-04,1464.724976,1467.000000,1446.000000,1455.449951,1332.546021,2841820
2018-04-05,1463.275024,1481.875000,1460.175049,1478.974976,1354.084106,1809424
2018-04-06,1477.000000,1480.000000,1463.275024,1475.150024,1350.582275,1129018
2018-04-09,1469.849976,1481.750000,1457.500000,1461.949951,1338.496826,1235866
2018-04-10,1462.849976,1478.625000,1462.849976,1468.800049,1344.768677,1184532
2018-04-11,1475.300049,1512.500000,1472.800049,1507.074951,1379.811401,3124416
2018-04-12,1505.000000,1575.000000,1503.974976,1569.625000,1437.079346,6114360
2018-04-13,1575.000000,1620.400024,1566.050049,1576.650024,1443.511353,8179118
2018-04-16,1558.000000,1599.974976,1555.375000,1593.824951,1459.235352,6270274
2018-04-17,1593.824951,1597.474976,1573.599976,1583.300049,1449.599609,3301724
2018-04-18,1583.000000,1596.724976,1572.925049,1579.550049,1446.166382,2433066
2018-04-19,1589.949951,1608.599976,1582.875000,1595.574951,1460.838135,4820952
2018-04-20,1625.000000,1711.175049,1620.000000,1701.224976,1557.566528,18465662
2018-04-23,1712.000000,1778.949951,1694.775024,1704.324951,1560.404663,15185910
2018-04-24,1705.000000,1721.574951,1671.250000,1692.824951,1549.875854,8314336
2018-04-25,1692.500000,1741.500000,1682.525024,1735.125000,1588.603882,8196574
2018-04-26,1733.500000,1780.000000,1733.500000,1769.625000,1620.190552,12135034
2018-04-27,1762.500000,1772.000000,1710.000000,1725.974976,1580.226685,4501330
2018-04-30,1725.974976,1774.500000,1718.800049,1766.050049,1616.917480,3458558
2018-05-02,1765.250000,1766.099976,1735.650024,1749.875000,1602.108154,3158046
2018-05-03,1754.900024,1763.000000,1735.199951,1740.925049,1593.914063,3761550
2018-05-04,1746.000000,1748.500000,1735.000000,1740.375000,1593.410767,2347244
2018-05-07,1745.000000,1745.000000,1705.449951,1710.474976,1566.035400,3484426
2018-05-08,1717.349976,1743.250000,1698.349976,1720.599976,1575.305542,2992820
2018-05-09,1720.099976,1747.375000,1720.099976,1744.650024,1597.324463,2615050
2018-05-10,1751.474976,1755.574951,1720.099976,1725.625000,1579.906006,3858678
2018-05-11,1727.099976,1742.500000,1721.250000,1728.474976,1582.515503,2627876
2018-05-14,1728.500000,1735.500000,1705.400024,1716.775024,1571.803223,2433894
2018-05-15,1725.000000,1747.900024,1716.849976,1741.199951,1594.165894,1952890
2018-05-16,1739.974976,1754.500000,1737.625000,1746.949951,1599.429932,1648450
2018-05-17,1756.474976,1766.574951,1738.000000,1745.900024,1598.469116,2968048
2018-05-18,1740.400024,1758.849976,1729.000000,1751.025024,1603.161255,1874996
2018-05-21,1764.349976,1796.000000,1759.025024,1778.375000,1628.201660,3446178
2018-05-22,1779.000000,1787.474976,1746.849976,1754.449951,1606.296631,1857416
2018-05-23,1762.500000,1772.500000,1740.500000,1747.550049,1599.979980,1507298
2018-05-24,1755.000000,1807.500000,1751.175049,1801.849976,1649.694214,2962316
2018-05-25,1812.500000,1837.400024,1786.275024,1792.900024,1641.500244,3769772
2018-05-28,1808.250000,1808.250000,1743.000000,1751.025024,1603.161255,3716798
2018-05-29,1764.949951,1772.000000,1744.000000,1761.750000,1612.980469,3525312
2018-05-30,1754.525024,1766.500000,1741.250000,1757.050049,1608.677368,3779106
2018-05-31,1734.000000,1759.050049,1726.099976,1741.050049,1607.292603,5049371
2018-06-01,1754.000000,1757.500000,1716.300049,1732.449951,1599.353271,1603856
2018-06-04,1745.000000,1749.000000,1712.599976,1744.250000,1610.246826,1681483
2018-06-05,1744.000000,1751.900024,1711.150024,1721.599976,1589.336792,2449568
2018-06-06,1723.000000,1734.900024,1715.199951,1725.750000,1593.168091,2236512
2018-06-07,1725.000000,1749.000000,1723.800049,1735.550049,1602.215088,2414762
2018-06-08,1735.000000,1757.300049,1735.000000,1747.099976,1612.878174,2582138
2018-06-11,1747.099976,1763.000000,1743.000000,1749.699951,1615.278076,2179378
2018-06-12,1757.000000,1785.000000,1753.000000,1781.000000,1644.173340,4608875
2018-06-13,1816.000000,1831.650024,1798.000000,1824.099976,1683.962280,5370983
2018-06-14,1830.000000,1832.300049,1784.000000,1787.550049,1650.220337,3819998
2018-06-15,1800.000000,1847.099976,1788.599976,1840.050049,1698.686768,9183574
2018-06-18,1867.949951,1867.949951,1822.150024,1829.000000,1688.485840,4674987
2018-06-19,1822.150024,1839.000000,1821.000000,1824.500000,1684.331665,3245034
2018-06-20,1832.000000,1836.300049,1818.599976,1822.449951,1682.438843,3107695
2018-06-21,1832.000000,1832.000000,1817.599976,1819.349976,1679.577271,2910659
2018-06-22,1827.000000,1827.000000,1799.550049,1809.800049,1670.760986,2949458
2018-06-25,1811.900024,1822.349976,1806.000000,1819.250000,1679.484863,2083217
2018-06-26,1823.000000,1861.000000,1821.000000,1852.000000,1709.718628,4679712
2018-06-27,1860.000000,1885.150024,1851.250000,1858.000000,1715.257935,4081208
2018-06-28,1865.000000,1871.000000,1826.300049,1842.699951,1701.133301,4888125
2018-06-29,1844.900024,1867.400024,1842.300049,1847.750000,1705.795288,3506276
2018-07-02,1852.000000,1857.800049,1841.099976,1851.349976,1709.118774,2650290
2018-07-03,1859.949951,1879.900024,1857.050049,1874.050049,1730.074585,3242233
2018-07-04,1879.900024,1879.900024,1857.150024,1866.150024,1722.781860,2700614
2018-07-05,1873.000000,1887.500000,1862.099976,1880.300049,1735.844604,2472571
2018-07-06,1882.849976,1921.000000,1881.650024,1912.949951,1765.985962,3713781
2018-07-09,1924.000000,1924.400024,1876.500000,1883.000000,1738.337280,6151747
2018-07-10,1898.000000,1898.900024,1870.750000,1875.099976,1731.044189,5303302
2018-07-11,1900.000000,1998.000000,1894.150024,1979.900024,1827.792969,22903802
2018-07-12,1984.000000,1990.900024,1960.500000,1971.349976,1819.899536,6921701
2018-07-13,1975.000000,1997.900024,1974.000000,1981.099976,1828.900635,4148185
2018-07-16,1990.000000,1996.000000,1977.449951,1989.199951,1836.378052,2582159
2018-07-17,1989.000000,2009.000000,1981.000000,2002.150024,1852.057739,3315492
2018-07-18,2005.000000,2011.699951,1993.050049,2000.250000,1850.300171,2013869
2018-07-19,2002.099976,2010.449951,1970.000000,1981.400024,1832.863159,1746318
2018-07-20,1984.900024,2000.000000,1984.000000,1996.599976,1846.923462,1934995
2018-07-23,2001.000000,2009.949951,1986.000000,2005.650024,1855.295288,2086201
2018-07-24,2015.000000,2015.000000,1984.150024,1999.000000,1849.143799,2038423
2018-07-25,2001.900024,2002.000000,1968.400024,1981.500000,1832.955566,1535492
2018-07-26,1974.949951,1985.000000,1955.099976,1964.699951,1817.415161,3503036
2018-07-27,1960.849976,1964.650024,1940.300049,1943.750000,1798.035767,2033977
2018-07-30,1943.000000,1954.699951,1931.550049,1944.599976,1798.822266,1579251
2018-07-31,1942.000000,1947.000000,1928.000000,1940.199951,1794.751587,2204803
2018-08-01,1949.949951,1981.550049,1949.800049,1976.500000,1828.330811,2425180
2018-08-02,1980.000000,1985.000000,1945.000000,1948.400024,1802.337036,1509287
2018-08-03,1956.500000,1982.050049,1956.500000,1979.449951,1831.059326,1505131
2018-08-06,1997.000000,1998.949951,1972.250000,1975.550049,1827.451538,1532249
2018-08-07,1978.199951,1979.150024,1960.500000,1967.349976,1819.866333,1353521
2018-08-08,1972.000000,1978.300049,1962.000000,1974.000000,1826.018066,1315062
2018-08-09,1980.000000,1980.800049,1966.000000,1974.349976,1826.341797,2060297
2018-08-10,1980.949951,1996.500000,1972.050049,1993.099976,1843.686157,2784105
2018-08-13,1997.800049,2004.250000,1990.000000,2000.150024,1850.207764,3559575
2018-08-14,1992.000000,2024.599976,1982.400024,2003.550049,1853.352783,3311765
2018-08-16,2000.300049,2020.050049,1995.000000,2008.500000,1857.931641,2152065
2018-08-17,2013.849976,2021.900024,2004.000000,2012.750000,1861.863159,1213731
2018-08-20,2024.000000,2024.000000,2003.699951,2009.949951,1859.273193,1587032
2018-08-21,2010.150024,2024.000000,2004.000000,2017.650024,1866.395508,1376866
2018-08-23,2022.800049,2038.000000,2020.300049,2035.099976,1882.537842,3046791
2018-08-24,2035.099976,2046.000000,2031.000000,2043.000000,1889.844971,1570533
2018-08-27,2043.000000,2059.000000,2035.000000,2050.899902,1897.153320,1532702
2018-08-28,2055.000000,2072.000000,2052.000000,2069.199951,1914.080933,1987983
2018-08-29,2072.500000,2076.600098,2045.599976,2072.000000,1916.671387,1525867
2018-08-30,2068.000000,2085.000000,2065.500000,2082.399902,1926.291870,2408020
2018-08-31,2082.300049,2092.000000,2074.000000,2078.399902,1922.591675,2504554
2018-09-03,2084.800049,2090.000000,2048.399902,2052.899902,1899.002930,1439711
2018-09-04,2059.800049,2104.750000,2056.949951,2098.899902,1941.554688,4420803
2018-09-05,2100.000000,2107.250000,2075.050049,2079.250000,1923.377686,1681106
2018-09-06,2075.000000,2081.500000,2060.300049,2075.300049,1919.724121,2238097
2018-09-07,2079.300049,2084.000000,2065.399902,2079.850098,1923.932861,1312182
2018-09-10,2084.399902,2093.399902,2074.250000,2080.750000,1924.765747,1530539
2018-09-11,2089.000000,2089.000000,2042.199951,2046.250000,1892.851685,3679745
